registro
178170775
170560072
186100001
186100007
174650008
100330106
104971495
104540195
170560105
178170007
108170030
185690001
110130249
110130266
129160068
103900175
100290180
104970099
173900005
102350675
102351096
101070076
100430811
116370094
156260020
100410214
100680103
110630124
105730569
188300058
178170910
178170903
105730008
105730575
105730577
178170783
109290008
101470186
101470171
178170103
100681131
100681108
178170939
103670177
101070318
116180302
178170891
138410066
178170889
178170899
104971473
116180235
116180083
103700237
121100443
105730012
183260361
121420663
186200008
101070339
103900174
102070085
106890151
100890415
101180611
102350328
100681086
104971307
100580106
157211204
105730467
191980003
183260313
102980160
102980072
109930014
101770022
100890270
100890404
105730365
100681102
100681115
183260307
191980009
167730271
125760036
135690231
151430085
121420670
186100017
112363356
100430981
170560023
100290187
100290219
100290220
100290221
100290223
105730299
100681106
178170907
178170900
178170097
178170092
100580114
100580120
100580116
178170793
178170801
178170786
170560069
170560070
100330124
101070287
103670176
103670178
170560043
115240004
170560049
100470656
174650003
100330211
105530349
170560039
100330220
100330027
105730734
191290002
100290213
100290135
116180241
101710232
116180106
105730566
100470658
116180234
100431173
101070344
101070299
101470175
104971497
103900140
105730377
100890413
100890201
101180164
185690004
103900154
100431064
104970228
178170933
110630139
106750057
101070353
115240002
101070214
101810579
101810319
188300103
100470632
101000064
104971498
109740115
121100001
104971501
137640159
137640156
129160070
103670170
198600010
105830314
100290013
105250032
105730231
121100089
104971142
178170797
102350684
105730586
109740110
100681123
178170093
110360266
105730331
100431076
125680044
135640005
110130274
102351266
106390260
154230112
121100027
104540175
104540173
105250103
104540190
105730282
178170123
157211205
192900006
173900010
155840234
173900006
173900007
173900008
104971164
178170768
157211208
104400227
117170010
106890135
178170919
112780075
112780056
112780077
112780084
112780085
112780086
112780087
128760019
121100095
164250007
106390111
116180262
116180273
137640164
100330096
100330178
100330179
105730719
105730720
183260461
100330221
109290003
177170005
100330176
102980560
103900205
101710231
178170794
102160154
178170904
105530354
101070195
101470188
103670166
103670134
101070075
103900115
103900165
100681098
104971305
105830997
101910303
101070329
112780083
101070215
178170790
101070216
185690009
104971494
105250018
100681053
100680097
100681082
100681059
101070230
