registro
101070234
112600199
112363401
112363420
116180269
105730127
100431086
100430817
104970289
100431294
100840075
100890280
101070253
103700610
103920224
105730063
102350508
100431468
170560020
170560022
171260001
100681179
188300074
100840067
105530315
155730046
110130264
129160025
178170988
113430182
103670174
112780073
183260193
101470179
101000668
100470474
129160046
155620057
178170906
137640122
188300091
127480029
102160203
105730576
100431410
101070281
186200017
103700297
113430118
103700445
183260423
113430122
183260319
102980225
102980364
129160036
101070003
105730076
100430687
103700299
106390302
116180063
125760007
121100431
105730584
188300080
112363419
121100464
105730425
105730724
102351307
156510122
155730053
155730054
100681183
110630133
109740100
101180649
188300088
128760010
137640168
116370088
100470645
121100452
125760020
137640128
185690012
100431172
105830493
121100359
100410178
103700111
112600198
100580104
101070188
100580111
139000002
109740293
112363413
178170796
105730313
100430686
116370108
101830145
105710012
105730730
105530343
101180157
178170785
178170799
101070233
154230161
155730060
116180062
178170902
178170909
101470177
101470155
105530334
186200020
100890194
105730676
112363373
112363430
121100487
104750053
101470142
100230225
164250010
105730152
100681117
100410204
186200004
100410182
100431474
178170940
102351180
105730590
109740244
116180076
105530013
103870053
104971448
191980002
186100012
101070238
100430948
104971413
100330041
100330042
155370107
135690028
183260312
121100412
185690003
106460161
112363408
189770010
100330197
102351292
189770004
116180300
141070025
100680085
128760024
102350461
116370014
102440010
151430063
100330066
101710226
100430733
100430814
104971355
156260017
155620001
155620004
155620003
100431506
100630227
100410209
121100432
155620006
101000132
155620011
188300086
157211212
101070252
105730067
102980294
112360016
183260360
102980320
100431313
105730128
104971358
100890369
101180129
122140093
106830168
101470131
101910268
125680158
101470160
100680020
100330101
103700285
102980475
112360002
183260419
100681093
170560103
103110155
156260034
137640169
116370039
104750043
100330107
100330138
100580115
158320004
100890411
183260025
105530200
121100385
104970284
141070660
101070198
135690614
100470657
115240011
158320003
102980193
103900139
100840140
183260370
137640148
102160127
116370118
115240020
104970155
102350614
170560102
170560124
188300034
101000662
102980199
105730693
101180109
164250004
127480023
100849957
121100454
101470096
105710184
103670160
100681135
100430636
115240017
156260014
100431475
102980206
116180259
103900222
102351443
155370094
137640141
170560120
112363387
101800392
112363390
100681040
100680053
115240019
128760017
100431325
104971229
100290191
105730465
106460172
128760015
100290218
105730378
121100273
105730303
100681097
105730302
178170811
106390261
121100372
102980558
157211206
103410052
104970147
105710166
100680038
100680102
192900008
101070328
102350785
